MeetObject;Naam;GEMEENTE;X;Y;Jaar;Maand;Instanties;Netwerken;Landgebruik;Vaarwater;Gebied_Type;Richness
OW047-001;Leidsche Vliet_Delftsekade Nieuwstraat;Leidschendam-Voorburg;86907;454990;2022;7;HHE;EBEO_H&W;Stad;Ja;Boezem;5
OW047-001;Leidsche Vliet_Delftsekade Nieuwstraat;Leidschendam-Voorburg;86907;454990;2019;6;RTR;EBEO_H&W;Stad;Ja;Boezem;2
OW049-000;Zandvaart_brug ingang Rijswijkse Bos;Rijswijk;82182;451940;2016;7;NA;EBEO_H&W;Stad;Nee;Boezem;13
OW049-000;Zandvaart_brug ingang Rijswijkse Bos;Rijswijk;82182;451940;2013;7;NA;EBEO_H&W;Stad;Nee;Boezem;15
OW049-000;Zandvaart_brug ingang Rijswijkse Bos;Rijswijk;82182;451940;2022;8;EFL;EBEO_H&W;Stad;Nee;Boezem;1
OW049-000;Zandvaart_brug ingang Rijswijkse Bos;Rijswijk;82182;451940;2019;6;RTR;EBEO_H&W;Stad;Nee;Boezem;1
OW050-002;Loosduinsche Vaart_zijsloot brug M. Ravelweg;'s-Gravenhage;76575;452990;2019;7;RTR;EBEO_H&W;Stad;Nee;Boezem;14
OW050-002;Loosduinsche Vaart_zijsloot brug M. Ravelweg;'s-Gravenhage;76575;452990;2016;6;NA;EBEO_H&W;Stad;Nee;Boezem;23
OW050-002;Loosduinsche Vaart_zijsloot brug M. Ravelweg;'s-Gravenhage;76575;452990;2022;7;HHE;EBEO_H&W;Stad;Nee;Boezem;20
OW051B001;Boezemsloot Madestein_Emiliehoeve;'s-Gravenhage;74730;451260;2016;6;NA;EBEO_H&W;Stad;Nee;Boezem;13
OW051B001;Boezemsloot Madestein_Emiliehoeve;'s-Gravenhage;74730;451260;2019;7;RTR;EBEO_H&W;Stad;Nee;Boezem;6
OW051B001;Boezemsloot Madestein_Emiliehoeve;'s-Gravenhage;74730;451260;2013;7;NA;EBEO_H&W;Stad;Nee;Boezem;8
OW051B001;Boezemsloot Madestein_Emiliehoeve;'s-Gravenhage;74730;451260;2022;6;HHE;EBEO_H&W;Stad;Nee;Boezem;7
OW051C000;Oostmadeplas_Loosduinen_steiger;'s-Gravenhage;74753;450381;2016;7;NA;EBEO_H&W;Stad;Nee;Boezem;29
OW051C000;Oostmadeplas_Loosduinen_steiger;'s-Gravenhage;74753;450381;2022;8;EFL;EBEO_H&W;Stad;Nee;Boezem;23
OW051C000;Oostmadeplas_Loosduinen_steiger;'s-Gravenhage;74753;450381;2013;7;NA;EBEO_H&W;Stad;Nee;Boezem;36
OW051C000;Oostmadeplas_Loosduinen_steiger;'s-Gravenhage;74753;450381;2019;7;EXT;EBEO_H&W;Stad;Nee;Boezem;13
OW055-002;Gantel_brug Vogelaer;Westland;76204;448498;2016;6;NA;EBEO_H&W;Glas;Ja;Boezem;17
OW055-002;Gantel_brug Vogelaer;Westland;76204;448498;2013;7;NA;EBEO_H&W;Glas;Ja;Boezem;15
OW055-002;Gantel_brug Vogelaer;Westland;76204;448498;2022;8;EFL;EBEO_H&W;Glas;Ja;Boezem;2
OW056-000;Groote Gantel_Zwartendijk;Westland;73264;447702;2014;7;NA;EBEO_H&W;Glas;Ja;Boezem;25
OW056-000;Groote Gantel_Zwartendijk;Westland;73264;447702;2015;6;NA;EBEO_H&W;Glas;Ja;Boezem;20
OW056-000;Groote Gantel_Zwartendijk;Westland;73264;447702;2016;7;NA;EBEO_H&W;Glas;Ja;Boezem;15
OW056-000;Groote Gantel_Zwartendijk;Westland;73264;447702;2019;8;EXT;EBEO_H&W;Glas;Ja;Boezem;14
OW056-000;Groote Gantel_Zwartendijk;Westland;73264;447702;2023;8;JSA;EBEO_H&W;Glas;Ja;Boezem;17
OW056-000;Groote Gantel_Zwartendijk;Westland;73264;447702;2024;6;HHE;EBEO_H&W;Glas;Ja;Boezem;9
OW056-000;Groote Gantel_Zwartendijk;Westland;73264;447702;2013;7;NA;EBEO_H&W;Glas;Ja;Boezem;10
OW056-000;Groote Gantel_Zwartendijk;Westland;73264;447702;2021;6;HHE;EBEO_H&W;Glas;Ja;Boezem;2
OW056-000;Groote Gantel_Zwartendijk;Westland;73264;447702;2017;6;RTR;EBEO_H&W;Glas;Ja;Boezem;1
OW056-000;Groote Gantel_Zwartendijk;Westland;73264;447702;2018;8;RTR;EBEO_H&W;Glas;Ja;Boezem;1
OW056-000;Groote Gantel_Zwartendijk;Westland;73264;447702;2020;6;RTR;EBEO_H&W;Glas;Ja;Boezem;1
OW056-000;Groote Gantel_Zwartendijk;Westland;73264;447702;2022;8;EFL;EBEO_H&W;Glas;Ja;Boezem;0
OW057-002;s-Gravenzandsche Vaart_Kon. Julianaweg;Westland;71304;447272;2019;8;EXT;EBEO_H&W;Glas;Ja;Boezem;19
OW057-002;s-Gravenzandsche Vaart_Kon. Julianaweg;Westland;71304;447272;2013;7;NA;EBEO_H&W;Glas;Ja;Boezem;16
OW057-002;s-Gravenzandsche Vaart_Kon. Julianaweg;Westland;71304;447272;2016;6;NA;EBEO_H&W;Glas;Ja;Boezem;18
OW057-002;s-Gravenzandsche Vaart_Kon. Julianaweg;Westland;71304;447272;2022;8;EFL;EBEO_H&W;Glas;Ja;Boezem;7
OW058-000;Vlotwatering_s-Gravenzandseweg;Westland;70732;448546;2013;7;NA;EBEO_H&W;Glas;Ja;Boezem;16
OW058-000;Vlotwatering_s-Gravenzandseweg;Westland;70732;448546;2016;7;NA;EBEO_H&W;Glas;Ja;Boezem;27
OW058-000;Vlotwatering_s-Gravenzandseweg;Westland;70732;448546;2019;8;EXT;EBEO_H&W;Glas;Ja;Boezem;25
OW058-000;Vlotwatering_s-Gravenzandseweg;Westland;70732;448546;2022;7;RWI;EBEO_H&W;Glas;Ja;Boezem;6
OW061-000;Boomawatering_Casembrootlaan;Westland;73974;449850;2019;8;EXT;EBEO_H&W;Glas;Ja;Boezem;9
OW061-000;Boomawatering_Casembrootlaan;Westland;73974;449850;2016;6;NA;EBEO_H&W;Glas;Ja;Boezem;11
OW061-000;Boomawatering_Casembrootlaan;Westland;73974;449850;2022;6;HHE;EBEO_H&W;Glas;Ja;Boezem;5
OW061-000;Boomawatering_Casembrootlaan;Westland;73974;449850;2023;6;RWI;EBEO_H&W;Glas;Ja;Boezem;6
OW061-000;Boomawatering_Casembrootlaan;Westland;73974;449850;2013;6;NA;EBEO_H&W;Glas;Ja;Boezem;10
OW061-000;Boomawatering_Casembrootlaan;Westland;73974;449850;2024;6;RWI;EBEO_H&W;Glas;Ja;Boezem;7
OW062-002;De Schie_Kruithuisweg;Delft;85194;445311;2014;7;NA;EBEO_Oost;Stad;Ja;Boezem;30
OW062-002;De Schie_Kruithuisweg;Delft;85194;445311;2013;6;NA;EBEO_Oost;Stad;Ja;Boezem;12
OW062-002;De Schie_Kruithuisweg;Delft;85194;445311;2023;7;RWI;EBEO_Oost;Stad;Ja;Boezem;18
OW062-002;De Schie_Kruithuisweg;Delft;85194;445311;2024;6;RWI;EBEO_Oost;Stad;Ja;Boezem;20
OW062-002;De Schie_Kruithuisweg;Delft;85194;445311;2016;7;NA;EBEO_Oost;Stad;Ja;Boezem;15
OW062-002;De Schie_Kruithuisweg;Delft;85194;445311;2015;6;NA;EBEO_Oost;Stad;Ja;Boezem;8
OW062-002;De Schie_Kruithuisweg;Delft;85194;445311;2022;7;EFL;EBEO_Oost;Stad;Ja;Boezem;9
OW062-002;De Schie_Kruithuisweg;Delft;85194;445311;2019;8;RTR;EBEO_Oost;Stad;Ja;Boezem;10
OW062-002;De Schie_Kruithuisweg;Delft;85194;445311;2020;6;RTR;EBEO_Oost;Stad;Ja;Boezem;9
OW062-002;De Schie_Kruithuisweg;Delft;85194;445311;2021;7;HHE;EBEO_Oost;Stad;Ja;Boezem;10
OW062-002;De Schie_Kruithuisweg;Delft;85194;445311;2018;8;RTR;EBEO_Oost;Stad;Ja;Boezem;4
OW062-002;De Schie_Kruithuisweg;Delft;85194;445311;2017;6;RTR;EBEO_Oost;Stad;Ja;Boezem;1
OW062-007;Rotterdamse Schie_Kleine Schiebrug;Rotterdam;89427;439372;2024;6;QWI;EBEO_Oost;Stad;Ja;Boezem;13
OW062-007;Rotterdamse Schie_Kleine Schiebrug;Rotterdam;89427;439372;2015;6;NA;EBEO_Oost;Stad;Ja;Boezem;16
OW062-007;Rotterdamse Schie_Kleine Schiebrug;Rotterdam;89427;439372;2018;7;RTR;EBEO_Oost;Stad;Ja;Boezem;12
OW062-007;Rotterdamse Schie_Kleine Schiebrug;Rotterdam;89427;439372;2021;6;IRO;EBEO_Oost;Stad;Ja;Boezem;2
OW062B001;Noorderkanaal_Schansbrug;Rotterdam;90733;438821;2024;6;FBT;EBEO_Oost;Stad;Ja;Boezem;20
OW062B001;Noorderkanaal_Schansbrug;Rotterdam;90733;438821;2015;6;NA;EBEO_Oost;Stad;Ja;Boezem;13
OW062B001;Noorderkanaal_Schansbrug;Rotterdam;90733;438821;2018;7;RTR;EBEO_Oost;Stad;Ja;Boezem;7
OW062B001;Noorderkanaal_Schansbrug;Rotterdam;90733;438821;2021;6;IRO;EBEO_Oost;Stad;Ja;Boezem;2
OW062C000;Delfshavensche Schie_De Beukelsbrug;Rotterdam;89649;437515;2015;6;NA;EBEO_Oost;Stad;Ja;Boezem;17
OW062C000;Delfshavensche Schie_De Beukelsbrug;Rotterdam;89649;437515;2024;6;QWI;EBEO_Oost;Stad;Ja;Boezem;10
OW062C000;Delfshavensche Schie_De Beukelsbrug;Rotterdam;89649;437515;2018;7;RTR;EBEO_Oost;Stad;Ja;Boezem;7
OW062C000;Delfshavensche Schie_De Beukelsbrug;Rotterdam;89649;437515;2021;6;IRO;EBEO_Oost;Stad;Ja;Boezem;0
OW062D000;Schiedamse Schie_sluis Koopmansbeurs;Schiedam;86965;437179;2018;7;RTR;EBEO_Oost;Stad;Ja;Boezem;4
OW062D000;Schiedamse Schie_sluis Koopmansbeurs;Schiedam;86965;437179;2021;6;HHE;EBEO_Oost;Stad;Ja;Boezem;2
OW062D000;Schiedamse Schie_sluis Koopmansbeurs;Schiedam;86965;437179;2015;6;NA;EBEO_Oost;Stad;Ja;Boezem;4
OW062D000;Schiedamse Schie_sluis Koopmansbeurs;Schiedam;86965;437179;2024;6;QWI;EBEO_Oost;Stad;Ja;Boezem;4
OW064-001;Berkelsche Zweth_rijksweg A13;Delft;87417;442489;2024;6;FBT;EBEO_Oost;Gras;Nee;Boezem;11
OW064-001;Berkelsche Zweth_rijksweg A13;Delft;87417;442489;2018;8;RTR;EBEO_Oost;Gras;Nee;Boezem;14
OW064-001;Berkelsche Zweth_rijksweg A13;Delft;87417;442489;2021;6;HHE;EBEO_Oost;Gras;Nee;Boezem;9
OW066-000;Pijnackersche Vaart_brug Swanecampen;Pijnacker-Nootdorp;86861;447224;2015;7;NA;EBEO_Oost;Stad;Nee;Boezem;9
OW066-000;Pijnackersche Vaart_brug Swanecampen;Pijnacker-Nootdorp;86861;447224;2018;8;RTR;EBEO_Oost;Stad;Nee;Boezem;11
OW066-000;Pijnackersche Vaart_brug Swanecampen;Pijnacker-Nootdorp;86861;447224;2021;7;HHE;EBEO_Oost;Stad;Nee;Boezem;7
OW066-000;Pijnackersche Vaart_brug Swanecampen;Pijnacker-Nootdorp;86861;447224;2024;6;HHE;EBEO_Oost;Stad;Nee;Boezem;5
OW069-000;Delft_Molslaan;Delft;84656;447432;2018;6;RTR;EBEO_Oost;Stad;Nee;Boezem;5
OW069-000;Delft_Molslaan;Delft;84656;447432;2018;7;RTR;EBEO_Oost;Stad;Nee;Boezem;7
OW069-000;Delft_Molslaan;Delft;84656;447432;2018;8;RTR;EBEO_Oost;Stad;Nee;Boezem;7
OW069-000;Delft_Molslaan;Delft;84656;447432;2015;8;NA;EBEO_Oost;Stad;Nee;Boezem;15
OW069-000;Delft_Molslaan;Delft;84656;447432;2024;6;RWI;EBEO_Oost;Stad;Nee;Boezem;11
OW069-000;Delft_Molslaan;Delft;84656;447432;2021;7;HHE;EBEO_Oost;Stad;Nee;Boezem;6
OW069-003;Delft_Oude Delft_Oude Kerk;Delft;84145;447663;2018;6;RTR;EBEO_Oost;Stad;Nee;Boezem;6
OW069-003;Delft_Oude Delft_Oude Kerk;Delft;84145;447663;2018;7;RTR;EBEO_Oost;Stad;Nee;Boezem;6
OW069-003;Delft_Oude Delft_Oude Kerk;Delft;84145;447663;2018;8;RTR;EBEO_Oost;Stad;Nee;Boezem;5
OW069-003;Delft_Oude Delft_Oude Kerk;Delft;84145;447663;2015;8;NA;EBEO_Oost;Stad;Nee;Boezem;10
OW069-003;Delft_Oude Delft_Oude Kerk;Delft;84145;447663;2024;6;RWI;EBEO_Oost;Stad;Nee;Boezem;10
OW069-003;Delft_Oude Delft_Oude Kerk;Delft;84145;447663;2021;7;HHE;EBEO_Oost;Stad;Nee;Boezem;7
OW070-000;Bommeer_steiger Voet- Fietsveer;Midden-Delfland;80757;439039;2014;7;NA;EBEO_MD;Gras;Ja;Boezem;53
OW070-000;Bommeer_steiger Voet- Fietsveer;Midden-Delfland;80757;439039;2023;8;JTO;EBEO_MD;Gras;Ja;Boezem;19
OW070-000;Bommeer_steiger Voet- Fietsveer;Midden-Delfland;80757;439039;2020;6;RTR;EBEO_MD;Gras;Ja;Boezem;15
OW070-000;Bommeer_steiger Voet- Fietsveer;Midden-Delfland;80757;439039;2017;6;IRO;EBEO_MD;Gras;Ja;Boezem;4
OW073-001;Zuidgaag_Doelstraatbrug;Midden-Delfland;78284;439190;2014;7;NA;EBEO_MD;Stad;Nee;Boezem;13
OW073-001;Zuidgaag_Doelstraatbrug;Midden-Delfland;78284;439190;2017;6;IRO;EBEO_MD;Stad;Nee;Boezem;11
OW073-001;Zuidgaag_Doelstraatbrug;Midden-Delfland;78284;439190;2023;8;FBT;EBEO_MD;Stad;Nee;Boezem;7
OW073-001;Zuidgaag_Doelstraatbrug;Midden-Delfland;78284;439190;2020;6;RTR;EBEO_MD;Stad;Nee;Boezem;6
OW076-001;Oostgaag_Oostgaag 11;Midden-Delfland;80506;442463;2017;6;RTR;EBEO_MD;Gras;Ja;Boezem;17
OW076-001;Oostgaag_Oostgaag 11;Midden-Delfland;80506;442463;2020;7;RTR;EBEO_MD;Gras;Ja;Boezem;10
OW076-001;Oostgaag_Oostgaag 11;Midden-Delfland;80506;442463;2022;7;RWI;EBEO_MD;Gras;Ja;Boezem;17
OW076-001;Oostgaag_Oostgaag 11;Midden-Delfland;80506;442463;2023;8;FBT;EBEO_MD;Gras;Ja;Boezem;17
OW076-001;Oostgaag_Oostgaag 11;Midden-Delfland;80506;442463;2024;6;HHE;EBEO_MD;Gras;Ja;Boezem;22
OW076-001;Oostgaag_Oostgaag 11;Midden-Delfland;80506;442463;2021;6;HHE;EBEO_MD;Gras;Ja;Boezem;12
OW078-002;Lange Sloot_De Backerstraat;Westland;75137;448961;2019;7;EXT;EBEO_H&W;Glas;Nee;Boezem;16
OW078-002;Lange Sloot_De Backerstraat;Westland;75137;448961;2016;6;NA;EBEO_H&W;Glas;Nee;Boezem;11
OW078-002;Lange Sloot_De Backerstraat;Westland;75137;448961;2022;8;EFL;EBEO_H&W;Glas;Nee;Boezem;7
OW078-002;Lange Sloot_De Backerstraat;Westland;75137;448961;2013;6;NA;EBEO_H&W;Glas;Nee;Boezem;12
OW078-003;Zwartenhoek_Rubenslaan/Toorop Monster;Westland;71980;449253;2016;6;NA;EBEO_H&W;Glas;Nee;Boezem;15
OW078-003;Zwartenhoek_Rubenslaan/Toorop Monster;Westland;71980;449253;2019;8;EXT;EBEO_H&W;Glas;Nee;Boezem;10
OW078-003;Zwartenhoek_Rubenslaan/Toorop Monster;Westland;71980;449253;2022;8;EFL;EBEO_H&W;Glas;Nee;Boezem;3
OW078-003;Zwartenhoek_Rubenslaan/Toorop Monster;Westland;71980;449253;2013;6;NA;EBEO_H&W;Glas;Nee;Boezem;11
OW078-004;Musschenwatering_brug Waellandweg;Westland;73210;448980;2016;6;NA;EBEO_H&W;Glas;Ja;Boezem;24
OW078-004;Musschenwatering_brug Waellandweg;Westland;73210;448980;2013;6;NA;EBEO_H&W;Glas;Ja;Boezem;16
OW078-004;Musschenwatering_brug Waellandweg;Westland;73210;448980;2019;8;EXT;EBEO_H&W;Glas;Ja;Boezem;16
OW078-004;Musschenwatering_brug Waellandweg;Westland;73210;448980;2022;8;EFL;EBEO_H&W;Glas;Ja;Boezem;9
OW080-002;Heen- en Geestvaart_Alsemgeestlaan;Westland;70874;445554;2019;8;EXT;EBEO_H&W;Glas;Nee;Boezem;23
OW080-002;Heen- en Geestvaart_Alsemgeestlaan;Westland;70874;445554;2022;7;EFL;EBEO_H&W;Glas;Nee;Boezem;17
OW080-002;Heen- en Geestvaart_Alsemgeestlaan;Westland;70874;445554;2013;6;NA;EBEO_H&W;Glas;Nee;Boezem;10
OW082-000;Nieuwe Tuinen Vaart_Mariendijk;Westland;75854;447544;2013;7;NA;EBEO_H&W;Glas;Nee;Boezem;16
OW082-000;Nieuwe Tuinen Vaart_Mariendijk;Westland;75854;447544;2022;8;EFL;EBEO_H&W;Glas;Nee;Boezem;15
OW082-000;Nieuwe Tuinen Vaart_Mariendijk;Westland;75854;447544;2019;8;EXT;EBEO_H&W;Glas;Nee;Boezem;6
OW082-000;Nieuwe Tuinen Vaart_Mariendijk;Westland;75854;447544;2016;6;NA;EBEO_H&W;Glas;Nee;Boezem;17
OW086-011;Foppenplas;Midden-Delfland;79749;438849;2014;7;NA;EBEO_MD;Gras;Ja;Boezem;42
OW086-011;Foppenplas;Midden-Delfland;79749;438849;2020;6;RTR;EBEO_MD;Gras;Ja;Boezem;18
OW086-011;Foppenplas;Midden-Delfland;79749;438849;2017;6;IRO;EBEO_MD;Gras;Ja;Boezem;6
OW086-011;Foppenplas;Midden-Delfland;79749;438849;2023;8;FBT;EBEO_MD;Gras;Ja;Boezem;18
OW101-000;Aalkeet Binnenpolder_gemaal Zuidbuurt 22;Vlaardingen;79261;437011;2023;8;RWI;EBEO_MD;Gras;Nee;Polder;17
OW101-000;Aalkeet Binnenpolder_gemaal Zuidbuurt 22;Vlaardingen;79261;437011;2020;7;RTR;EBEO_MD;Gras;Nee;Polder;5
OW101-000;Aalkeet Binnenpolder_gemaal Zuidbuurt 22;Vlaardingen;79261;437011;2014;6;NA;EBEO_MD;Gras;Nee;Polder;24
OW101-000;Aalkeet Binnenpolder_gemaal Zuidbuurt 22;Vlaardingen;79261;437011;2017;6;WBA;EBEO_MD;Gras;Nee;Polder;7
OW102-001;Aalkeet Buitenpolder_gemaal Zuidbuurt 53;Vlaardingen;79333;437067;2014;6;NA;EBEO_MD;Gras;Nee;Polder;20
OW102-001;Aalkeet Buitenpolder_gemaal Zuidbuurt 53;Vlaardingen;79333;437067;2023;8;EFL;EBEO_MD;Gras;Nee;Polder;20
OW102-001;Aalkeet Buitenpolder_gemaal Zuidbuurt 53;Vlaardingen;79333;437067;2017;6;IRO;EBEO_MD;Gras;Nee;Polder;4
OW102-001;Aalkeet Buitenpolder_gemaal Zuidbuurt 53;Vlaardingen;79333;437067;2020;7;RTR;EBEO_MD;Gras;Nee;Polder;8
OW102-012;Aalkeet Buitenpolder_moerasplassen;Vlaardingen;80871;437588;2014;7;NA;EBEO_MD;Gras;Nee;Polder;38
OW102-012;Aalkeet Buitenpolder_moerasplassen;Vlaardingen;80871;437588;2023;8;QWI;EBEO_MD;Gras;Nee;Polder;14
OW102-012;Aalkeet Buitenpolder_moerasplassen;Vlaardingen;80871;437588;2017;6;HHE;EBEO_MD;Gras;Nee;Polder;19
OW103-000;Commandeurspolder_gemaal;Midden-Delfland;78437;439793;2014;6;NA;EBEO_MD;Gras;Nee;Polder;23
OW103-000;Commandeurspolder_gemaal;Midden-Delfland;78437;439793;2023;8;EFL;EBEO_MD;Gras;Nee;Polder;15
OW103-000;Commandeurspolder_gemaal;Midden-Delfland;78437;439793;2017;6;IRO;EBEO_MD;Gras;Nee;Polder;9
OW103-000;Commandeurspolder_gemaal;Midden-Delfland;78437;439793;2020;8;RTR;EBEO_MD;Gras;Nee;Polder;7
OW103-011;Commandeurspolder_Spuisloot OostKade;Midden-Delfland;80191;439545;2020;8;RTR;EBEO_MD;Gras;Nee;Polder;15
OW103-011;Commandeurspolder_Spuisloot OostKade;Midden-Delfland;80191;439545;2023;8;RWI;EBEO_MD;Gras;Nee;Polder;17
OW103-011;Commandeurspolder_Spuisloot OostKade;Midden-Delfland;80191;439545;2014;6;NA;EBEO_MD;Gras;Nee;Polder;19
OW103-011;Commandeurspolder_Spuisloot OostKade;Midden-Delfland;80191;439545;2017;7;RTR;EBEO_MD;Gras;Nee;Polder;10
OW104-000;Dijkpolder (Maasland)_Dijkmolen;Midden-Delfland;78430;439944;2014;6;NA;EBEO_MD;Gras;Nee;Polder;21
OW104-000;Dijkpolder (Maasland)_Dijkmolen;Midden-Delfland;78430;439944;2023;8;EFL;EBEO_MD;Gras;Nee;Polder;14
OW104-000;Dijkpolder (Maasland)_Dijkmolen;Midden-Delfland;78430;439944;2017;6;IRO;EBEO_MD;Gras;Nee;Polder;5
OW104-000;Dijkpolder (Maasland)_Dijkmolen;Midden-Delfland;78430;439944;2020;6;RTR;EBEO_MD;Gras;Nee;Polder;8
OW104-014;Dijkpolder (Maasland)_Weverij Maassluis;Maassluis;77202;438154;2014;6;NA;EBEO_MD;Stad;Nee;Polder;13
OW104-014;Dijkpolder (Maasland)_Weverij Maassluis;Maassluis;77202;438154;2020;6;RTR;EBEO_MD;Stad;Nee;Polder;11
OW104-014;Dijkpolder (Maasland)_Weverij Maassluis;Maassluis;77202;438154;2017;6;IRO;EBEO_MD;Stad;Nee;Polder;2
OW105-012;Dorppolder_Van Wijklaan;Midden-Delfland;80559;443436;2017;7;RTR;EBEO_MD;Gras;Nee;Polder;15
OW105-012;Dorppolder_Van Wijklaan;Midden-Delfland;80559;443436;2020;7;RTR;EBEO_MD;Gras;Nee;Polder;11
OW105-012;Dorppolder_Van Wijklaan;Midden-Delfland;80559;443436;2023;8;RWI;EBEO_MD;Gras;Nee;Polder;27
OW105-012;Dorppolder_Van Wijklaan;Midden-Delfland;80559;443436;2014;6;NA;EBEO_MD;Gras;Nee;Polder;14
OW106-012;Duifpolder_Duifwatering Kwakelweg 4;Midden-Delfland;80878;440021;2013;6;NA;EBEO_MD;Gras;Nee;Polder;28
OW106-012;Duifpolder_Duifwatering Kwakelweg 4;Midden-Delfland;80878;440021;2015;7;NA;EBEO_MD;Gras;Nee;Polder;24
OW106-012;Duifpolder_Duifwatering Kwakelweg 4;Midden-Delfland;80878;440021;2016;6;NA;EBEO_MD;Gras;Nee;Polder;27
OW106-012;Duifpolder_Duifwatering Kwakelweg 4;Midden-Delfland;80878;440021;2019;8;EXT;EBEO_MD;Gras;Nee;Polder;27
OW106-012;Duifpolder_Duifwatering Kwakelweg 4;Midden-Delfland;80878;440021;2018;7;RTR;EBEO_MD;Gras;Nee;Polder;17
OW106-012;Duifpolder_Duifwatering Kwakelweg 4;Midden-Delfland;80878;440021;2020;8;RTR;EBEO_MD;Gras;Nee;Polder;15
OW106-012;Duifpolder_Duifwatering Kwakelweg 4;Midden-Delfland;80878;440021;2023;8;RWI;EBEO_MD;Gras;Nee;Polder;18
OW106-012;Duifpolder_Duifwatering Kwakelweg 4;Midden-Delfland;80878;440021;2017;7;RTR;EBEO_MD;Gras;Nee;Polder;7
OW106-015;Duifpolder_Molensloot_thv 2e zijsloot voor noord. gemaal;Midden-Delfland;81022;442939;2023;8;RWI;EBEO_MD;Gras;Nee;Polder;25
OW106-015;Duifpolder_Molensloot_thv 2e zijsloot voor noord. gemaal;Midden-Delfland;81022;442939;2020;8;RTR;EBEO_MD;Gras;Nee;Polder;18
OW106-015;Duifpolder_Molensloot_thv 2e zijsloot voor noord. gemaal;Midden-Delfland;81022;442939;2017;7;RTR;EBEO_MD;Gras;Nee;Polder;15
OW107-001;Foppenpolder_bij gemaal;Midden-Delfland;79071;437984;2014;6;NA;EBEO_MD;Gras;Nee;Polder;18
OW107-001;Foppenpolder_bij gemaal;Midden-Delfland;79071;437984;2020;6;RTR;EBEO_MD;Gras;Nee;Polder;12
OW107-001;Foppenpolder_bij gemaal;Midden-Delfland;79071;437984;2023;8;RWI;EBEO_MD;Gras;Nee;Polder;11
OW107-001;Foppenpolder_bij gemaal;Midden-Delfland;79071;437984;2017;7;RTR;EBEO_MD;Gras;Nee;Polder;2
OW107-011;Foppenpolder_moerasplas;Midden-Delfland;79574;438743;2014;7;NA;EBEO_MD;Gras;Nee;Polder;41
OW107-011;Foppenpolder_moerasplas;Midden-Delfland;79574;438743;2023;8;JTO;EBEO_MD;Gras;Nee;Polder;8
OW107-011;Foppenpolder_moerasplas;Midden-Delfland;79574;438743;2017;7;RTR;EBEO_MD;Gras;Nee;Polder;5
OW107-011;Foppenpolder_moerasplas;Midden-Delfland;79574;438743;2020;8;RTR;EBEO_MD;Gras;Nee;Polder;5
OW108-000;Groeneveldse polder_gemaal;Midden-Delfland;79204;445469;2023;8;JSA;EBEO_MD;Gras;Nee;Polder;25
OW108-000;Groeneveldse polder_gemaal;Midden-Delfland;79204;445469;2014;7;NA;EBEO_MD;Gras;Nee;Polder;34
OW108-000;Groeneveldse polder_gemaal;Midden-Delfland;79204;445469;2020;8;RTR;EBEO_MD;Gras;Nee;Polder;10
OW108-000;Groeneveldse polder_gemaal;Midden-Delfland;79204;445469;2017;7;HHE;EBEO_MD;Gras;Nee;Polder;10
OW109-100;Harnaschpolder_60 voor gemaal laagdeel;Midden-Delfland;81290;447065;2023;8;FBT;EBEO_MD;Stad;Nee;Polder;5
OW109-100;Harnaschpolder_60 voor gemaal laagdeel;Midden-Delfland;81290;447065;2017;6;HHE;EBEO_MD;Stad;Nee;Polder;2
OW109-100;Harnaschpolder_60 voor gemaal laagdeel;Midden-Delfland;81290;447065;2020;7;RTR;EBEO_MD;Stad;Nee;Polder;2
OW110-000;Hoefpolder_gemaal Sportlaan;Westland;76575;443403;2017;7;HHE;EBEO_MD;Stad;Nee;Polder;11
OW110-000;Hoefpolder_gemaal Sportlaan;Westland;76575;443403;2023;8;FBT;EBEO_MD;Stad;Nee;Polder;8
OW110-000;Hoefpolder_gemaal Sportlaan;Westland;76575;443403;2020;8;RTR;EBEO_MD;Stad;Nee;Polder;2
OW111-000;Holierhoekse- en Zouteveense polder_ brug Slinksloot;Midden-Delfland;82081;440804;2017;7;RTR;EBEO_MD;Gras;Nee;Polder;18
OW111-000;Holierhoekse- en Zouteveense polder_ brug Slinksloot;Midden-Delfland;82081;440804;2020;7;RTR;EBEO_MD;Gras;Nee;Polder;13
OW111-000;Holierhoekse- en Zouteveense polder_ brug Slinksloot;Midden-Delfland;82081;440804;2021;6;HHE;EBEO_MD;Gras;Nee;Polder;20
OW111-000;Holierhoekse- en Zouteveense polder_ brug Slinksloot;Midden-Delfland;82081;440804;2024;6;HHE;EBEO_MD;Gras;Nee;Polder;21
OW111-000;Holierhoekse- en Zouteveense polder_ brug Slinksloot;Midden-Delfland;82081;440804;2014;7;NA;EBEO_MD;Gras;Nee;Polder;33
OW111-000;Holierhoekse- en Zouteveense polder_ brug Slinksloot;Midden-Delfland;82081;440804;2019;8;EXT;EBEO_MD;Gras;Nee;Polder;25
OW111-000;Holierhoekse- en Zouteveense polder_ brug Slinksloot;Midden-Delfland;82081;440804;2023;8;RWI;EBEO_MD;Gras;Nee;Polder;19
OW111-000;Holierhoekse- en Zouteveense polder_ brug Slinksloot;Midden-Delfland;82081;440804;2015;7;NA;EBEO_MD;Gras;Nee;Polder;13
